事前健全度　事後健全度　点検間隔　グループ　説明変数（x2,x3）
3	4	2.37808	1450	0.13525	0.0033
2	3	1.83836	908	0.1433	0.00367
4	4	2.24658	1434	0.4371	0.01084
3	3	0.68219	1401	0.57829	0.00232
5	5	1.3726	121	0.30918	0.01103
3	3	1.87945	538	0.3198	0.01176
1	2	0.89863	1140	0.40132	0.00975
4	4	1.80274	3	0.24312	0.00249
3	4	1.21918	1190	0.33177	0.47722
4	4	1.3726	121	0.30918	0.01103
3	3	2.04658	1155	0.44086	0.00148
1	1	0.78356	79	0.1265	0.01043
6	6	1.23288	1421	0.00535	0.00448
6	6	0.79452	1154	0.03674	0.0045
3	3	0.89589	216	0	0.00068
5	6	2.67671	728	0.3487	0.16754
4	4	1.07945	204	0.42697	0.01364
2	3	1.07945	204	0.42697	0.01364
3	3	1.94247	1465	0.06614	0.00407
5	5	1.48493	204	0.42697	0.01364
3	3	1.93699	1348	0.3604	0.00198
3	3	0.84384	123	0.39775	0.01319
4	4	1.2274	1109	0.00184	0.00262
3	4	1.98356	1298	0.50241	0.00114
2	2	1.96712	1375	0.20099	0.00109
1	2	1.72603	730	0.57801	0.09369
2	2	1.95068	1174	0.26771	0.0059
4	4	0.99452	204	0.42697	0.01364
2	2	0.96986	1378	0.00478	0.00244
4	4	1.48493	204	0.42697	0.01364
4	4	2.1726	1163	0.61841	0.00356
4	4	0.92329	927	0.02076	0.00948
4	4	1.34247	931	0.00919	0.00244
3	3	2.09589	1432	0.29138	0.00212
5	5	1.38356	138	0.37163	0.01086
5	7	0.84384	204	0.42697	0.01364
4	4	2.03288	660	0.44145	0.01888
4	4	1.86027	1428	0.09921	0.00286
2	3	2.41096	1468	0.61423	0.00169
3	3	0.80822	382	0.61965	0.04639
3	3	1.6	1318	0.47469	0.00525
4	4	1.87397	1100	0.00331	0.00371
2	2	2.09315	1395	0.11023	0.00336
5	5	2.0274	121	0.30918	0.01103
4	5	1.97534	663	0.49436	0.00791
2	2	2.2274	515	0.03837	0.09651
4	4	1.07397	1154	0.03674	0.0045
2	2	2.03288	1207	0	0.00234
4	4	2.43562	215	0.38196	0.00935
3	3	1.25753	762	0.03486	0.12419
3	3	1.91781	870	0.01029	0.0059
3	4	1.8	103	0.41393	0.03459
4	4	0.76986	732	0.13649	0.08134
3	5	1.9589	1191	0.42697	0.87235
3	4	2.2137	382	0.61965	0.04639
4	4	1.80274	382	0.61965	0.04639
4	4	0.99178	494	0.17222	0.14152
3	3	1.97534	28	0.02369	0.00916
4	4	1.93425	428	0.05627	0.00318
2	2	1.73425	1019	0.04425	0.01161
1	2	2.13425	400	0.25301	0.00554
2	3	2.06027	162	0.56223	0.01126
3	4	1.23562	72	0.29098	0.01368
4	4	1.9589	526	0.03307	0.00794
4	4	1.87397	1100	0.00331	0.00371
2	2	1.13151	1398	0.13219	0.00306
4	4	1.99726	215	0.38196	0.00935
3	3	1.84932	200	0	0.0013
3	3	0.8274	72	0.29098	0.01368
